id,text,autor
1362,Ever stop to think and forget to start again?,bumper sticker.
1363,If you need more than five lines to prove something then you are on the wrong track,Edgser W. Dijkstra's mother [ibid
1364,If you think it's simple then you have misunderstood the problem.,Bjarne Stroustrup [lecture at Temple U.
1365,True. When your hammer is C++ everything begins to look like a thumb.,Steve Haflich
1366,I have made this letter longer than usual because I lack the time to make it shorter.,Blaise Pascal.
1367,If quantum physics doesn't confuse you then you don't understand it.,Niels Bohr.
1368,If the brain were so simple we could understand it we would be so simple we couldn't.,Lyall Watson.
1369,I can write better than anybody who can write faster and I can write faster than anybody who can write better.,A. J. Liebling (1904-1963).
1370,People demand freedom of speech to make up for the freedom of thought which they avoid.,Soren Aabye Kierkegaard (1813-1855).
1371,Give me chastity and continence but not yet.,Saint Augustine (354-430).
1372,Not everything that can be counted counts and not everything that counts can be counted.,Albert Einstein (1879-1955).
1373,Only two things are infinite the universe and human stupidity  and I'm not sure about the former.,Albert Einstein (1879-1955).
1374,A lie gets halfway around the world before the truth has a chance to get its pants on.,Sir Winston Churchill (1874-1965).
1375,I do not feel obliged to believe that the same God who has endowed us with sense reason and intellect has intended us to forgo their use.,Galileo Galilei.
1376,The artist is nothing without the gift but the gift is nothing without work.,Emile Zola (1840-1902).
1377,I'm living so far beyond my income that we may almost be said to be living apart.,e e cummings (1894-1962).
1378,I'll moider da bum.,Heavyweight boxer Tony Galento
1379,In theory there is no difference between theory and practice. But in practice there is.,Jan L.A. van de Snepscheut.
1380,I find that the harder I work the more luck I seem to have.,Thomas Jefferson (1743-1826).
1381,Each problem that I solved became a rule which served afterwards to solve other problems.,Rene Descartes (1596-1650)
1382,In the End we will remember not the words of our enemies but the silence of our friends.,Martin Luther King Jr. (1929-1968).
1383,Whether you think that you can or that you can't you are usually right.,Henry Ford (1863-1947).
1384,Do or do not. There is no 'try'.,Yoda ('The Empire Strikes Back').
1385,The only way to get rid of a temptation is to yield to it.,Oscar Wilde (1854-1900).
1386,Don't stay in bed unless you can make money in bed.,George Burns (1896-1996).
1387,I don't know why we are here but I'm pretty sure that it is not in order to enjoy ourselves.,Ludwig Wittgenstein (1889-1951).
1388,The use of COBOL cripples the mind; its teaching should  therefore be regarded as a criminal offense.,Edsger Dijkstra.
1389,C makes it easy to shoot yourself in the foot; C++ makes it harder but when you do it blows away your whole leg.,Bjarne Stroustrup.
1390,A mathematician is a device for turning coffee into theorems.,Paul Erdos.
1391,The only difference between me and a madman is that I'm not mad.,Salvador Dali (1904-1989).
1392,If you can't get rid of the skeleton in your closet you'd best teach it to dance.,George Bernard Shaw (1856-1950).
1393,But at my back I always hear Time's winged chariot hurrying near.,Andrew Marvell (1621-1678).
1394,Good people do not need laws to tell them to act responsibly  while bad people will find a way around the laws.,Plato (427-347 B.C.).
1395,The power of accurate observation is frequently called cynicism by those who don't have it.,George Bernard Shaw (1856-1950).
1396,I think 'Hail to the Chief' has a nice ring to it.,John F. Kennedy (1917-1963) when asked what is his favorite
1397,Human history becomes more and more a race between education and catastrophe.,H. G. Wells (1866-1946).
1398,The difference between 'involvement' and 'commitment' is like an eggs-and-ham breakfast: the chicken was 'involved' - the pig was 'committed'.,unknown.
1399,Some cause happiness wherever they go; others whenever they go.,Oscar Wilde (1854-1900).
1400,God is a comedian playing to an audience too afraid to laugh.,Voltaire (1694-1778).
1401,He is one of those people who would be enormously improved by death.,H. H. Munro (Saki) (1870-1916).
1402,I am ready to meet my Maker. Whether my Maker is prepared for the great ordeal of meeting me is another matter.,Sir Winston Churchill (1874-1965).
1403,I shall not waste my days in trying to prolong them.,Ian L. Fleming (1908-1964).
1404,If you can count your money you don't have a billion dollars.,J. Paul Getty (1892-1976).
1405,Facts are the enemy of truth.,"Don Quixote - ""Man of La Mancha""."
1406,When you do the common things in life in an uncommon way you will command the attention of the world.,George Washington Carver (1864-1943).
1407,How wrong it is for a woman to expect the man to build the world she wants rather than to create it herself.,Anais Nin (1903-1977).
1408,I have not failed. I've just found 10 000 ways that won't work.,Thomas Alva Edison (1847-1931).
1409,I begin by taking. I shall find scholars later to demonstrate my perfect right.,Frederick (II) the Great.
1410,Maybe this world is another planet's Hell.,Aldous Huxley (1894-1963).
1411,Blessed is the man who having nothing to say abstains from giving wordy evidence of the fact.,George Eliot (1819-1880).
1412,Once you eliminate the impossible whatever remains no matter how improbable must be the truth.,Sherlock Holmes (by Sir Arthur Conan Doyle
1413,I've had a wonderful time but this wasn't it.,Groucho Marx (1895-1977).
1414,The optimist proclaims that we live in the best of all possible worlds and the pessimist fears this is true.,James Branch Cabell.
1415,A friendship founded on business is better than a business founded on friendship.,John D. Rockefeller (1874-1960).
1416,All are lunatics but he who can analyze his delusion is called a philosopher.,Ambrose Bierce (1842-1914).
1417,You can only find truth with logic if you have already found truth without it.,Gilbert Keith Chesterton (1874-1936).
1418,An inconvenience is only an adventure wrongly considered; an adventure is an inconvenience rightly considered.,Gilbert Keith Chesterton (1874-1936).
1419,I have come to believe that the whole world is an enigma a harmless enigma that is made terrible by our own mad attempt to interpret it as though it had an underlying truth.,Umberto Eco.
